brand,model,battery_range,motor_power,age,weight,top_speed,has_gps,has_app,warranty,price,date
Brose,C,147,1500,7,34,29,True,False,5,2081.14346830411,2025-06-27 03:07:52.273913
Haibike,FullSuspension,44,1000,4,21,36,True,False,2,1665.8870361424392,2025-06-14 03:07:52.274014
Tesla,E-Bike X,99,500,4,16,40,False,True,1,2363.7535391490446,2025-03-16 03:07:52.274116
Riese & Müller,Supercharger,91,350,1,19,21,False,False,5,2555.2349452850267,2025-03-09 03:07:52.274216
Tesla,Sport Bike,107,2000,1,29,36,True,False,3,8236.465946627837,2025-07-16 03:07:52.274318
Segway,ES2,79,350,7,23,21,True,True,2,500.0,2025-06-19 03:07:52.274420
BionX,PL-350,76,250,3,22,31,False,False,1,1008.0788523313608,2024-11-13 03:07:52.274521
Super73,RX Pro,35,2000,4,29,33,False,True,2,2176.3443387001125,2025-04-21 03:07:52.274627
Bosch,Performance Line,103,1000,2,20,26,False,False,3,3207.8995490641464,2025-02-22 03:07:52.274728
Himo,C1,109,2000,4,29,43,False,False,1,2773.7111676198665,2025-06-18 03:07:52.274835
Riese & Müller,Supercharger,109,2000,1,19,28,True,True,2,5544.792706689195,2025-08-12 03:07:52.274936
Giant,Explore E+,131,1500,3,31,42,True,False,1,2944.1047706305667,2025-06-05 03:07:52.275038
Yamaha,PW-SE,117,1500,2,15,44,True,False,2,4576.63230186143,2025-07-21 03:07:52.275139
Tesla,Roadster,98,1500,1,31,27,False,True,1,5323.929148413434,2025-07-31 03:07:52.275240
Xiaomi,Mi Pro,36,350,5,33,22,False,True,2,1449.0,2025-01-21 03:07:52.275344
VanMoof,VanMoof N3,85,750,4,32,40,True,False,1,1398.2508985796842,2024-10-08 03:07:52.275443
BionX,CC-500,89,350,0,15,25,True,False,1,2764.1448261914247,2025-01-02 03:07:52.275544
Super73,RX Pro,148,250,3,20,29,True,False,2,2408.72529787212,2025-09-10 03:07:52.275650
BionX,PL-350,105,1500,0,18,41,True,True,5,6295.24916307019,2025-01-10 03:07:52.275750
Bosch,Performance Line CX,44,1000,4,33,29,True,False,5,1640.409907178775,2025-06-21 03:07:52.275852
VanMoof,VanMoof A5,80,1000,1,29,21,True,False,1,4297.032953917885,2024-10-31 03:07:52.275953
Niu,MQi+,78,250,4,24,30,False,False,2,576.1908619564337,2025-06-09 03:07:52.276055
Rad Power Bikes,RadWagon,25,350,0,17,24,True,True,1,2097.8648322042272,2025-01-07 03:07:52.276156
Tesla,Model B,56,250,6,17,44,True,False,1,1334.0,2025-05-01 03:07:52.276260
BionX,PL-350,112,350,1,15,36,False,False,5,3116.1341664193924,2025-08-29 03:07:52.276359
Aventon,Aventon Sinch,35,350,2,21,40,True,True,2,1286.8786553362522,2024-11-29 03:07:52.276460
Brose,S Mag,94,1500,7,27,21,True,True,3,1492.5378620068118,2025-06-27 03:07:52.276561
Xiaomi,Mi Electric,132,2000,3,34,21,True,False,1,3505.076623783657,2025-09-01 03:07:52.276667
Super73,Z1,140,250,4,32,38,False,True,5,1713.9101178054123,2025-01-21 03:07:52.276769
Segway,Max G30P,70,350,2,19,25,False,True,2,1337.5362663748879,2025-03-30 03:07:52.276870
Super73,S2,116,750,5,23,34,True,False,1,1420.406379280252,2024-11-09 03:07:52.276971
Haibike,FullSuspension,50,500,5,21,28,True,True,2,504.0654523201114,2025-05-02 03:07:52.277072
Riese & Müller,Charger,122,2000,4,34,27,True,False,3,4133.534974568817,2025-06-17 03:07:52.277173
Rad Power Bikes,RadRunner,126,1500,2,26,42,True,True,5,4910.696548451886,2025-05-08 03:07:52.277274
Super73,RX Pro,98,2000,1,15,28,False,False,1,5161.416761126405,2024-09-15 03:07:52.277375
Segway,Ninebot,131,1500,7,21,33,True,False,5,2478.1703097916675,2025-07-26 03:07:52.277477
Haibike,FullSuspension,106,350,1,31,35,True,False,2,2135.2747323253707,2025-02-10 03:07:52.277578
BionX,CC-500,139,750,6,18,44,False,True,3,2156.7839053426756,2025-02-07 03:07:52.277683
Panasonic,Rear Hub,140,2000,5,28,41,False,True,2,3783.3264712429,2024-11-20 03:07:52.277784
Tesla,E-Bike X,138,350,1,24,33,False,True,3,4523.00205921431,2025-06-25 03:07:52.277886
VanMoof,VanMoof N3,29,1500,5,25,25,False,False,5,2013.1645771242665,2025-01-20 03:07:52.277988
Juiced,Juiced CrossCurrent,46,750,2,32,36,False,True,1,1320.967684915183,2025-05-27 03:07:52.278089
VanMoof,VanMoof X3,98,350,6,25,36,True,False,5,609.4721087867604,2025-07-10 03:07:52.278191
Bosch,Active Line,24,1500,4,25,23,False,False,3,1730.284494874169,2024-12-16 03:07:52.278292
Tesla,CyberBike,81,350,3,24,33,False,False,3,1927.930195264249,2025-02-20 03:07:52.278393
Himo,C1,92,350,4,15,31,False,False,2,1410.8572283190344,2025-05-06 03:07:52.278494
Himo,Z1,144,750,3,29,31,True,False,3,3050.2496885797955,2025-05-03 03:07:52.278601
VanMoof,VanMoof X3,114,1500,5,15,39,True,False,5,4700.679544084583,2025-06-01 03:07:52.278703
Haibike,Sduro,44,350,0,31,23,False,True,1,1439.6182723768773,2025-06-21 03:07:52.278804
Himo,T1,58,1000,4,15,30,False,False,3,2003.7676294091746,2025-09-06 03:07:52.278905
Niu,NQi+,47,500,5,17,44,False,True,5,947.1786468117853,2025-06-09 03:07:52.279007
Juiced,Juiced CrossCurrent,97,250,4,18,40,False,True,5,1753.993194220497,2025-01-27 03:07:52.279108
Himo,T1 Pro,84,350,0,18,43,False,True,2,2717.2816232212917,2025-06-20 03:07:52.279210
Himo,C1,105,250,0,33,32,True,False,2,2689.640373802476,2025-02-22 03:07:52.279311
Super73,S2 Z,112,1000,5,28,33,False,True,2,1785.2045115558192,2024-11-02 03:07:52.279413
Rad Power Bikes,RadRover,145,2000,2,33,22,True,False,5,4901.071315692269,2024-10-22 03:07:52.279514
Aventon,Aventon Sinch,145,1500,5,28,26,True,True,3,3098.101623616206,2025-05-01 03:07:52.279621
Brose,A Mag,70,250,7,33,28,False,True,1,787.0,2025-07-18 03:07:52.279724
Yamaha,PW-SE,122,500,7,27,44,True,True,2,537.076055127352,2025-01-31 03:07:52.279823
Rad Power Bikes,RadCity,65,500,1,18,43,False,False,2,2034.932684571504,2025-08-16 03:07:52.279924
Bosch,Performance Line CX,95,2000,2,33,41,False,True,2,3328.2431197416263,2024-10-29 03:07:52.280025
Yamaha,PW-X,116,250,2,29,22,True,True,5,2191.5928298196905,2025-02-22 03:07:52.280126
Himo,C20,115,250,1,32,25,False,False,3,2192.910713281026,2025-06-30 03:07:52.280228
VanMoof,VanMoof X3,106,750,3,31,32,False,True,5,3518.363623358021,2025-08-16 03:07:52.280329
Aventon,Aventon Level,59,2000,7,19,44,False,False,2,1897.7614788688632,2025-09-02 03:07:52.280430
Aventon,Aventon Level,71,350,7,17,22,True,False,1,1328.0,2025-03-04 03:07:52.280533
Panasonic,Rear Hub,149,750,1,16,36,True,False,2,4555.621746721477,2024-12-05 03:07:52.280636
Tesla,Model B,113,500,6,17,44,True,True,2,1738.4636173995978,2024-10-07 03:07:52.280738
Panasonic,Center Motor,45,350,2,30,40,False,False,3,911.657486632847,2024-10-06 03:07:52.280838
Xiaomi,Mi 4,94,350,2,19,24,False,True,2,2083.953936111086,2025-08-04 03:07:52.280940
Aventon,Aventon Pace 500,79,750,5,24,24,True,True,5,2025.4659814384875,2024-10-26 03:07:52.281041
Riese & Müller,Charger,81,1000,2,21,33,False,False,2,2583.910152088415,2025-08-30 03:07:52.281142
Panasonic,Rear Hub,108,500,6,29,38,False,False,2,500.0,2025-04-06 03:07:52.281243
Segway,GT2,136,350,6,17,43,False,False,3,849.2396216344304,2024-10-05 03:07:52.281344
Rad Power Bikes,RadRover,32,350,3,25,30,False,False,3,561.7400254948321,2025-07-21 03:07:52.281445
Segway,GT1,95,750,3,23,37,True,False,5,2347.133429117383,2025-07-04 03:07:52.281548
VanMoof,VanMoof X3,70,750,7,18,28,True,False,5,855.8402291728479,2025-05-03 03:07:52.281655
BionX,CC-500,102,250,3,15,41,False,False,2,1784.6170390368156,2025-01-21 03:07:52.281756
Himo,Z20,70,350,3,27,41,False,False,2,819.6130612077883,2024-10-01 03:07:52.281857
Yamaha,PW-X,99,2000,1,21,30,True,False,2,5065.642168173381,2025-09-06 03:07:52.281958
Juiced,Juiced Bikes Scrambler,106,1000,1,19,40,True,False,5,4116.489059643054,2025-09-05 03:07:52.282059
Brose,A Mag,149,500,0,24,29,True,True,5,5060.650295106629,2025-05-12 03:07:52.282160
Panasonic,Center Motor,149,750,4,15,26,True,False,5,3346.936753749749,2025-08-14 03:07:52.282261
Bosch,Performance Line CX,147,1500,5,28,39,False,False,2,2791.7753087425367,2025-01-20 03:07:52.282361
Yamaha,PW-X,81,750,2,20,29,False,True,5,2532.920063294935,2025-03-30 03:07:52.282462
Super73,RX Pro,147,1000,0,16,20,True,True,2,5377.35004961587,2025-07-04 03:07:52.282563
Brose,C,28,2000,3,25,42,False,False,2,2624.433359933269,2025-05-26 03:07:52.282669
Segway,GT2,124,500,2,20,20,True,False,1,2426.6316754750414,2024-10-17 03:07:52.282770
Panasonic,Rear Hub,35,2000,6,20,35,True,True,3,2124.7660271325026,2025-02-10 03:07:52.282871
Giant,Trance E+,55,350,2,27,29,False,False,5,1707.202750822668,2025-08-31 03:07:52.282972
Riese & Müller,Charger,25,350,4,32,37,True,True,3,1401.0,2025-02-27 03:07:52.283076
Yamaha,PW-SE,65,750,0,21,39,False,False,2,2850.3273891799163,2024-12-31 03:07:52.283176
Aventon,Aventon Pace 500,31,2000,7,20,30,False,False,5,1965.4335597277027,2025-01-12 03:07:52.283277
Aventon,Aventon Level,65,1000,7,25,21,False,False,1,500.0,2025-07-11 03:07:52.283378
Niu,NQi+,42,2000,1,26,32,True,False,2,4204.889816216119,2025-07-06 03:07:52.283480
Niu,NQi+,120,500,5,21,31,False,True,5,1907.745839406759,2025-04-11 03:07:52.283596
Haibike,FullSuspension,100,2000,7,21,41,False,True,5,3004.5971898213515,2025-05-21 03:07:52.283753
Giant,Trance E+,65,500,2,19,33,False,True,3,2000.9377478202239,2024-12-26 03:07:52.283900
Segway,ES4,137,250,4,21,44,False,False,3,1695.3584808485587,2025-08-31 03:07:52.284008
Riese & Müller,Charger,99,350,5,23,28,True,True,2,895.679598165264,2025-03-25 03:07:52.284111
Segway,Ninebot,54,350,6,30,40,True,False,1,1333.0,2024-10-20 03:07:52.284216
VanMoof,VanMoof X3,90,250,7,26,41,True,True,3,1327.0,2025-06-12 03:07:52.284319
Yamaha,PW-X,41,500,2,24,41,True,False,3,1630.469047536122,2025-04-02 03:07:52.284419
Aventon,Aventon Sinch,25,2000,0,28,42,True,False,5,4184.617642263796,2025-07-01 03:07:52.284522
Bosch,Performance Line CX,52,1000,2,26,28,True,True,2,2426.067003367337,2025-03-20 03:07:52.284625
VanMoof,VanMoof N3,112,2000,5,34,36,True,False,1,3579.803567586974,2025-05-11 03:07:52.284727
Brose,A Mag,128,350,0,16,25,False,False,1,3497.0300881925455,2025-04-16 03:07:52.284829
Tesla,City Bike,91,350,1,24,36,True,False,3,3136.481747352111,2025-06-09 03:07:52.284930
Rad Power Bikes,RadRover,101,2000,5,20,31,False,False,2,3260.383690259531,2024-09-30 03:07:52.285033
Niu,MQi+,89,350,0,31,20,False,False,5,2733.365923540202,2024-12-28 03:07:52.285135
Super73,S2 Z,58,750,2,23,36,True,True,1,2037.1477663576295,2025-08-13 03:07:52.285237
Himo,T1 Pro,131,1000,3,29,31,False,False,3,1947.4940309099534,2025-05-15 03:07:52.285340
Juiced,Juiced Bikes Scrambler,126,350,4,32,21,False,False,1,799.1260749005604,2025-04-27 03:07:52.285441
Tesla,City Bike,79,250,7,17,28,False,True,5,674.0,2024-09-16 03:07:52.285545
Aventon,Aventon Sinch,137,1000,7,15,37,False,False,1,1613.7168886076088,2025-01-14 03:07:52.285646
Giant,Explore E+,92,350,0,22,37,False,False,3,2682.2127498016644,2024-12-03 03:07:52.285747
Riese & Müller,Supercharger,71,1500,2,34,40,False,False,1,2704.479506522329,2025-05-28 03:07:52.285849
Rad Power Bikes,RadCity,148,2000,6,32,26,False,True,1,2994.5042245274467,2024-10-21 03:07:52.285950
Bosch,Performance Line,115,1000,1,32,25,False,True,2,3238.6250397377285,2025-07-28 03:07:52.286051
Haibike,FullSuspension,49,350,2,17,29,False,True,5,1936.4168402399566,2024-10-22 03:07:52.286152
VanMoof,VanMoof S3,60,750,2,18,32,False,False,2,3435.0222723109514,2025-05-13 03:07:52.286254
Panasonic,Mid Drive,90,1500,3,16,41,True,True,3,3346.807052848312,2025-06-30 03:07:52.286356
VanMoof,VanMoof A5,148,2000,5,34,33,False,True,3,5180.28424248311,2024-12-10 03:07:52.286458
Himo,T1,88,250,6,30,38,True,False,3,944.0,2025-07-19 03:07:52.286562
Riese & Müller,Supercharger,91,250,2,16,21,True,False,5,2582.7199282876945,2024-11-24 03:07:52.286661
Xiaomi,Mi Electric,29,2000,7,18,21,False,False,1,1007.9655431153274,2024-09-30 03:07:52.286764
Xiaomi,Mi 3,83,500,1,34,30,True,True,2,1342.3381323102494,2025-08-25 03:07:52.286866
Segway,ES4,57,1000,1,29,35,True,True,2,2423.517343096342,2025-03-12 03:07:52.286968
VanMoof,VanMoof S3,107,2000,6,34,38,True,True,5,3965.2701621070532,2025-05-27 03:07:52.287069
Aventon,Aventon Sinch,43,1500,3,34,29,False,False,3,1886.1631756144493,2025-01-28 03:07:52.287170
Aventon,Aventon Sinch,83,500,4,17,25,True,True,5,1965.4732979826285,2025-04-25 03:07:52.287272
Super73,RX,46,250,5,32,34,False,False,3,1026.0,2025-08-05 03:07:52.287376
BionX,PL-350,79,1000,0,21,29,True,True,1,3891.421764518169,2024-11-28 03:07:52.287475
Tesla,E-Bike X,133,750,5,32,41,True,False,2,1571.7752255853577,2024-11-19 03:07:52.287577
BionX,PL-350,39,250,4,17,22,False,False,5,692.3304331972723,2025-02-28 03:07:52.287678
Segway,Max G30P,117,350,0,27,24,True,False,3,2546.522676100891,2025-02-21 03:07:52.287781
Segway,GT2,62,250,5,26,36,True,False,3,500.0,2025-01-02 03:07:52.287883
Rad Power Bikes,RadRover,96,750,7,15,40,True,True,5,1442.2182300603868,2025-08-18 03:07:52.287984
Riese & Müller,Supercharger,64,500,4,26,44,True,True,2,956.8843202751441,2025-07-05 03:07:52.288085
VanMoof,VanMoof N3,51,500,4,22,28,True,False,3,1059.6532136168678,2025-05-16 03:07:52.288187
VanMoof,VanMoof S3,59,2000,0,15,34,True,True,5,7706.517766124016,2025-04-12 03:07:52.288288
Himo,C20,134,1500,5,30,24,False,False,3,2823.651111666515,2024-12-05 03:07:52.288390
Bosch,Active Line,79,1500,4,33,36,True,True,1,2403.781721178472,2024-10-02 03:07:52.288491
Bosch,Performance Line CX,62,500,0,18,20,True,False,3,2989.3666236418258,2025-06-14 03:07:52.288592
Segway,GT2,136,1500,4,30,24,False,True,1,2115.829299349323,2025-07-06 03:07:52.288695
Xiaomi,Mi Electric,119,1000,5,22,35,False,True,2,1695.47389321275,2025-05-03 03:07:52.288796
Giant,Explore E+,43,350,6,34,44,True,False,1,682.0,2025-04-10 03:07:52.288899
Bosch,Performance Line,117,2000,1,33,32,True,True,5,5889.6898262197055,2025-07-28 03:07:52.288999
Niu,NQi,35,1500,1,28,20,True,True,3,3393.3473734639256,2024-09-30 03:07:52.289101
Xiaomi,Mi Super,41,500,3,16,34,True,True,2,1378.2145692879758,2025-05-23 03:07:52.289203
Bosch,Performance Line CX,21,1000,0,15,24,False,False,3,3176.5258881393147,2024-12-22 03:07:52.289305
VanMoof,VanMoof A5,87,250,4,21,37,True,False,2,1316.638896290356,2025-06-12 03:07:52.289406
Panasonic,Mid Drive,34,250,0,27,25,False,True,5,2086.1100338946267,2024-10-05 03:07:52.289507
Brose,C,67,750,3,16,21,True,True,2,2484.126666011005,2025-03-06 03:07:52.289608
Juiced,Juiced CrossCurrent,100,750,6,21,42,True,False,1,935.8685605808303,2024-11-25 03:07:52.289710
Haibike,XDURO,68,1000,7,26,41,True,False,1,500.0,2025-07-17 03:07:52.289811
Super73,S2,128,500,2,32,33,False,False,2,2372.065261837498,2025-07-10 03:07:52.289913
Tesla,CyberBike,113,1000,3,19,22,True,True,2,4240.957894927245,2025-05-14 03:07:52.290015
Juiced,Juiced RipCurrent,37,2000,0,18,33,True,True,5,5275.282188980872,2024-09-27 03:07:52.290116
Segway,GT1,138,1500,7,26,29,False,False,3,1485.3939581614754,2025-07-22 03:07:52.290218
Panasonic,Rear Hub,73,1000,2,34,39,False,True,1,1826.1985872983184,2025-03-28 03:07:52.290319
Himo,Z20,69,500,2,29,41,True,False,5,2399.1497302490875,2024-10-13 03:07:52.290421
Bosch,Performance Line CX,62,250,4,27,37,False,True,2,500.0,2024-12-30 03:07:52.290522
BionX,CC-500,111,1500,0,27,32,True,False,2,4645.959579042851,2025-09-03 03:07:52.290624
VanMoof,VanMoof N3,130,750,5,16,33,True,False,2,3206.3950488134365,2024-10-05 03:07:52.290725
Riese & Müller,GTS,64,250,7,33,26,True,False,3,1089.0,2024-11-29 03:07:52.290828
Niu,UQi,29,500,3,30,29,False,True,3,500.0,2024-11-11 03:07:52.290928
Haibike,Sduro,57,1500,7,30,38,False,False,2,585.4304617613412,2024-11-09 03:07:52.291029
Panasonic,Rear Hub,114,750,4,31,39,False,False,2,1391.7247150084756,2025-06-01 03:07:52.291130
VanMoof,VanMoof N3,122,750,6,28,20,True,True,5,2229.682599169303,2025-05-12 03:07:52.291232
Tesla,City Bike,93,250,7,34,32,False,False,5,1339.0,2025-07-16 03:07:52.291336
Niu,KQi,78,500,7,28,39,True,False,1,1332.0,2024-11-19 03:07:52.291437
Niu,KQi,40,2000,2,22,21,False,False,3,3608.8560122728886,2024-12-23 03:07:52.291538
Yamaha,PW-TE,91,2000,6,29,34,False,True,3,2402.866882191038,2025-04-03 03:07:52.291638
Yamaha,PW-SE,106,1500,7,27,25,True,True,1,1743.6188799854174,2025-07-16 03:07:52.291739
Yamaha,PW-X,123,2000,5,32,20,True,False,5,4031.9435752090367,2024-12-26 03:07:52.291839
Aventon,Aventon Pace 500,119,2000,1,24,30,False,True,5,5495.899753736771,2025-05-31 03:07:52.291941
Brose,A Mag,125,250,0,30,35,True,False,3,2485.851627268974,2025-07-14 03:07:52.292044
VanMoof,VanMoof A5,27,750,1,16,21,False,True,1,2862.8234513817356,2025-01-03 03:07:52.292147
Segway,ES2,20,1000,1,24,34,True,False,2,1416.6471772988884,2025-08-02 03:07:52.292249
Xiaomi,Mi Electric,147,1500,1,18,29,False,False,3,4399.316533188607,2025-08-24 03:07:52.292351
Tesla,E-Bike X,52,500,5,20,34,False,True,1,500.0,2024-09-29 03:07:52.292453
VanMoof,VanMoof A5,75,750,6,33,36,False,False,5,500.0,2024-10-01 03:07:52.292556
Aventon,Aventon Pace 500,27,350,2,23,26,False,True,2,807.1507465042217,2025-08-15 03:07:52.292658
Panasonic,Rear Hub,101,1000,2,23,37,False,False,5,3174.197625323616,2025-04-14 03:07:52.292759
Tesla,Model B,44,350,2,28,25,True,False,3,1330.004508929969,2024-10-25 03:07:52.292860
Panasonic,Center Motor,96,250,3,19,32,True,False,5,1935.2800124419393,2025-07-06 03:07:52.292962
Haibike,FullSuspension,126,1500,4,33,31,False,False,1,2245.205120865745,2024-12-29 03:07:52.293063
Haibike,Sduro,20,750,6,32,23,True,True,3,914.0,2024-12-31 03:07:52.293166
Super73,Z1 Black,31,750,4,29,38,False,True,2,500.0,2025-02-11 03:07:52.293283
Himo,T1 Pro,133,2000,0,33,42,True,True,5,5630.158348838365,2025-03-10 03:07:52.293385
Niu,NQi+,113,1000,4,16,41,False,False,2,2354.5615195959913,2024-10-20 03:07:52.293487
Niu,MQi,64,500,6,15,25,True,False,3,725.6020895970033,2025-02-21 03:07:52.293589
Panasonic,Mid Drive,35,2000,4,25,38,False,True,1,2299.9322472652184,2025-05-19 03:07:52.293691
Himo,C20,37,250,3,22,23,False,True,3,695.7452803285224,2025-07-22 03:07:52.293794
Yamaha,PW-TE,133,250,7,29,41,True,True,2,500.0,2025-07-27 03:07:52.293896
Segway,GT1,60,1500,5,32,44,True,True,3,1481.5725955773562,2025-08-22 03:07:52.293998
Segway,Max G30P,38,2000,3,31,35,True,True,2,2700.70670140589,2024-11-22 03:07:52.294100
Haibike,XDURO,135,500,2,22,33,False,True,2,2390.33556535973,2024-11-23 03:07:52.294202
Xiaomi,Mi Lite,39,2000,5,33,43,True,False,2,1555.436281891899,2025-05-03 03:07:52.294304
BionX,PL-500,111,250,4,24,22,True,True,1,1246.8910654579245,2025-04-15 03:07:52.294406
Brose,C,100,1500,3,27,32,False,True,5,3605.0979634342752,2025-02-18 03:07:52.294508
Xiaomi,Mi Super,51,1500,5,25,22,True,True,2,1789.6726757544313,2025-08-25 03:07:52.294610
Tesla,Sport Bike,89,1500,1,27,38,False,True,5,6081.590263719795,2024-10-03 03:07:52.294713
Brose,S Mag,119,2000,3,18,43,False,False,2,3990.5053855577985,2025-08-10 03:07:52.294814
Segway,ES4,97,500,5,18,33,True,True,5,1758.3159927807249,2024-09-25 03:07:52.294916
Rad Power Bikes,RadWagon,131,1000,1,15,25,False,True,3,4984.6761961500415,2025-09-03 03:07:52.295017
Panasonic,Mid Drive,80,500,4,25,21,True,False,5,1303.112862098929,2024-09-23 03:07:52.295120
Giant,Reign E+,137,2000,5,26,22,True,True,2,3887.9350435189212,2024-10-03 03:07:52.295412
VanMoof,VanMoof X3,92,1000,7,25,36,True,True,3,1315.1465713111193,2025-01-24 03:07:52.295517
BionX,PL-500,104,750,2,31,21,False,True,1,2282.3361531466453,2024-11-12 03:07:52.295619
Niu,MQi+,20,1000,3,25,43,True,True,3,1669.6083647155574,2024-12-03 03:07:52.295722
VanMoof,VanMoof S3,53,250,6,26,39,False,False,5,1251.0,2024-11-28 03:07:52.295826
Giant,Reign E+,119,750,3,33,25,False,False,2,1535.0045480161252,2025-09-12 03:07:52.295926
BionX,PL-350,28,1500,1,18,39,False,True,3,3165.580178048633,2024-11-21 03:07:52.296027
Juiced,Juiced Bikes Scrambler,75,1000,6,20,20,True,True,1,1223.9885000981726,2024-09-30 03:07:52.296129
VanMoof,VanMoof S3,139,1500,1,30,21,False,False,1,5954.70381126284,2025-08-05 03:07:52.296231
Super73,S2 Z,64,250,0,21,41,True,False,2,2123.100790111431,2025-04-23 03:07:52.296332
Rad Power Bikes,RadRunner,22,1000,1,27,32,True,True,1,2104.0792241775575,2025-02-11 03:07:52.296435
Segway,Max G30,84,2000,4,25,41,False,False,2,2058.6432355401216,2025-01-25 03:07:52.296536
Tesla,Model B,118,500,1,34,38,True,False,1,3709.8428166893145,2025-01-10 03:07:52.296638
Bosch,Active Line,147,500,6,23,20,False,True,1,1153.7473049855914,2025-02-05 03:07:52.296740
Tesla,CyberBike,72,1500,4,30,34,True,False,1,3206.2618219417045,2025-02-15 03:07:52.296841
Segway,Ninebot,136,750,7,30,41,True,True,5,1291.3306670250313,2025-07-20 03:07:52.296943
VanMoof,VanMoof N3,145,1000,1,34,44,False,True,5,5338.950040771783,2024-09-19 03:07:52.297044
Xiaomi,Mi Pro,94,500,3,34,42,False,True,2,1078.8255899567612,2024-09-18 03:07:52.297147
Tesla,CyberBike,43,2000,5,25,30,False,True,5,3973.8651004130375,2025-03-12 03:07:52.297249
Bosch,Active Line,77,750,6,27,33,True,True,3,772.997883754205,2024-10-27 03:07:52.297351
Riese & Müller,Charger,52,750,0,24,35,True,False,1,2885.5768343818067,2025-07-05 03:07:52.297452
Brose,S Mag,145,750,2,24,21,True,True,1,3502.8294235200856,2025-02-23 03:07:52.297554
Giant,Reign E+,43,500,3,20,29,False,False,3,1280.5928402994282,2024-10-30 03:07:52.297655
Aventon,Aventon Path,118,1500,7,23,22,False,True,5,2468.0036720584994,2025-05-28 03:07:52.297756
Brose,C,97,500,5,30,41,False,True,5,1071.9782588296312,2025-07-19 03:07:52.297858
Bosch,Performance Line CX,88,750,3,22,30,True,False,5,2724.9939446085987,2024-10-01 03:07:52.297960
Juiced,Juiced CrossCurrent,20,500,2,32,23,False,False,3,616.9792335283212,2025-08-14 03:07:52.298061
Brose,S Mag,127,750,2,28,44,False,True,5,2834.6879377589244,2024-11-13 03:07:52.298162
VanMoof,VanMoof N3,68,1000,0,28,30,False,False,1,4525.99501338336,2025-07-15 03:07:52.298263
Riese & Müller,GTS,131,2000,5,30,32,False,False,2,3304.264629354085,2025-02-24 03:07:52.298365
Giant,Trance E+,117,750,0,32,22,True,False,5,3527.1174556375536,2025-03-28 03:07:52.298466
Haibike,Sduro,59,350,5,31,40,False,True,2,775.0,2024-10-30 03:07:52.298569
Rad Power Bikes,RadWagon,70,750,4,16,27,True,True,5,2540.3961573187917,2024-09-26 03:07:52.298670
Juiced,Juiced Bikes Scrambler,110,500,6,19,21,True,False,2,1233.106631132636,2025-02-27 03:07:52.298771
Panasonic,Center Motor,73,1500,0,30,35,False,True,1,3988.4204879530266,2025-05-09 03:07:52.298872
Bosch,Active Line,36,1500,6,21,43,False,True,1,1038.7610685933762,2025-02-01 03:07:52.298974
Tesla,Model B,63,1500,6,34,24,False,False,5,1667.858310567067,2025-03-06 03:07:52.299076
Yamaha,PW-SE,44,500,0,20,43,True,False,5,2881.1927509510724,2025-08-23 03:07:52.299177
Rad Power Bikes,RadCity,55,750,3,31,38,False,True,2,1372.5994630387204,2025-04-10 03:07:52.299278
Brose,S Mag,125,350,1,15,42,False,False,2,2960.8075845495428,2025-04-03 03:07:52.299434
Aventon,Aventon Sinch,49,350,2,20,25,False,True,5,1628.7512575561552,2024-09-19 03:07:52.299540
Juiced,Juiced Bikes Scrambler,111,2000,0,34,25,True,True,1,5237.247409639376,2024-12-19 03:07:52.299645
Tesla,CyberBike,113,250,2,25,33,False,False,1,2165.876299858303,2025-07-31 03:07:52.299748
BionX,PL-500,83,750,1,19,44,False,False,5,3255.999505803793,2025-07-29 03:07:52.299850
Xiaomi,Mi 3,32,250,7,17,31,False,True,5,946.0,2025-05-19 03:07:52.299954
VanMoof,VanMoof X3,94,250,1,31,20,False,False,2,2410.502340895289,2025-07-28 03:07:52.300054
Himo,C26,102,1500,0,16,40,True,True,1,4611.130638660464,2025-08-14 03:07:52.300157
Haibike,Sduro,96,750,6,30,35,True,True,2,779.6961890999,2024-10-04 03:07:52.300258
Panasonic,Mid Drive,51,2000,0,22,38,False,False,5,4869.891077488185,2024-09-25 03:07:52.300359
Super73,S2 Z,54,250,3,21,24,True,True,2,922.8884582103396,2024-12-08 03:07:52.300462
VanMoof,VanMoof N3,70,1500,5,26,23,True,False,1,2309.365602459794,2024-12-14 03:07:52.300566
Segway,Ninebot,144,250,0,22,22,False,False,3,2962.6409190925706,2025-07-24 03:07:52.300668
BionX,PL-500,112,350,1,21,28,True,True,1,2967.1062868654844,2025-06-12 03:07:52.300770
Rad Power Bikes,RadRover,91,250,3,27,27,False,False,2,976.116352585729,2025-06-12 03:07:52.300871
Xiaomi,Mi Pro,114,2000,3,24,39,False,True,3,3494.9990476910125,2025-03-01 03:07:52.300973
Super73,S2,36,250,6,20,38,True,False,5,1230.0,2024-12-13 03:07:52.301076
Tesla,CyberBike,24,750,7,17,30,True,False,2,532.0,2025-01-22 03:07:52.301178
Yamaha,PW-SE,127,2000,4,29,24,False,False,3,3842.291421587813,2025-04-09 03:07:52.301277
Haibike,FullSuspension,63,250,4,30,42,True,False,3,500.0,2024-12-14 03:07:52.301379
Xiaomi,Mi Pro,147,500,6,21,21,True,False,5,1734.4851781149187,2025-06-26 03:07:52.301481
Haibike,Sduro,60,2000,4,21,44,False,True,1,3223.7661707587745,2024-09-21 03:07:52.301582
